Title,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot,hdr,uhd,subtitles,len_subtitles,len_audio,starring,directors,Title Type,Genre1,Genre2,Genre3,Original or Licensed,Trailer Available,# of Dubbing Languages,# of Subtitle Languages
Treadstone,English,7,0,2019,16+,,TRUE,FALSE,"English [CC], العربية, more…Čeština, Dansk, Deutsch, Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Filipino, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, Bahasa Melayu, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Română, Русский, Svenska, ไทย, Türkçe, 中文（简体）, 中文（繁體）",30,14,"Jeremy Irvine, Brian J. Smith, Michelle Forbes",,Series,Drama,,,Licensed,No,14,25
The Expanse,English,8.6,3,2022,16+,,TRUE,TRUE,"English [CC], Magyar, more…العربية, Čeština, Dansk, Deutsch, Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Filipino, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, Bahasa Melayu, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Română, Русский, Svenska, தமிழ், తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",33,16,"Steven Strait, Wes Chatham, Dominique Tipper",,Series,Action, Science Fiction,,Original,No,14,29
Good Omens,English,8.1,2,2019,16+,,TRUE,TRUE,"English [CC], Magyar, more…العربية, Čeština, Dansk, Deutsch, Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Filipino, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, Bahasa Melayu, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Română, Русский, Svenska, தமிழ், తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",33,10,"Michael Sheen, David Tennant, Adria Arjona",,Series,Fantasy, Drama, Comedy,Licensed,No,9,25
The Family Man,English,8.9,0,2021,18+,,TRUE,TRUE,"English, English [CC], more…Magyar, العربية, Čeština, Dansk, Deutsch, Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Filipino, Français, עברית, हिन्दी [CC], Indonesia, Italiano, 日本語, 한국어, Bahasa Melayu, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Română, Русский, Svenska, தமிழ், తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",34,14,"Manoj Bajpayee, Samantha Akkineni, Priya Mani",,Series,International, Drama, Action,Original,No,13,30
El Candidato,English,7.5,0,2020,18+,,TRUE,TRUE,"English, العربية, more…Dansk, Deutsch, Español (Latinoamérica) [CC], Español (España), Suomi, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, Norsk Bokmål, Nederlands, Polski, Português, Русский, Svenska, தமிழ், తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",26,1,"James Purefoy, Erendira Ibarra, José María de Tavira",,Series,Action,,,Original,No,1,26
NOS4A2,English,,0,2019,18+,,TRUE,FALSE,"English, English [CC], more…Magyar, العربية, Български, বাংলা, Čeština, Dansk, Deutsch, Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Français, עברית, हिन्दी, Hrvatski, Indonesia, Italiano, 日本語, 한국어, Македонски, मराठी, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Română, Русский, Slovenščina, Shqip, Српски, Svenska, தமிழ், తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",40,18,"Zachary Quinto, Ashleigh Cummings, Olafur Darri Olafsson",,Series,Fantasy, Science Fiction, Action,Licensed,No,18,41
Into the Badlands,English,,0,2019,16+,,TRUE,FALSE,"English [CC], العربية, more…Български, Bosanski, Čeština, Dansk, Deutsch, Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Français, עברית, עברית (ישראל), Hrvatski, Magyar, Indonesia, 日本語, 한국어, Македонски, Nederlands, Norsk, Polski, Português (Brasil), Português (Portugal), Română, Slovenščina, Shqip, Српски, Svenska, ไทย, Türkçe, 中文（简体）, 中文（繁體）",34,15,"Daniel Wu, Dean-Charles Chapman, Nick Frost",,Series,Action,,,Licensed,No,2,13
The Walking Dead: World Beyond,English,4.4,0,2020,16+,,TRUE,FALSE,"English, English [CC], more…Magyar, العربية, Čeština, Dansk, Deutsch, Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Français, Français [CC], हिन्दी, Italiano, 日本語, 한국어, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Română, Русский, Svenska, Türkçe, 中文（简体）, 中文（繁體）",28,9,"Aliyah Royale, Alexa Mansour, Hal Cumpston",,Series,Horror, Drama,,Licensed,No,6,19
You Are Wanted,English,6,0,2017,13+,,TRUE,TRUE,"English, English [CC], more…Deutsch, Español (Latinoamérica), Español (España), Suomi, Français, हिन्दी, Indonesia, Italiano, 日本語, Português, Русский, ไทย, Türkçe, 中文（简体）, 中文（繁體）",17,5,"Matthias Schweighöfer, Alexandra Maria Lara, Catrin Striebeck",,Series,Suspense, Drama,,Original,No,5,17
Mirzapur,English,8.5,0,2020,16+,,TRUE,TRUE,"English, العربية, more…Deutsch, Español (Latinoamérica), Español (España), Suomi, Français, हिन्दी [CC], Indonesia, Italiano, 日本語, 한국어, Português, Русский, தமிழ், తెలుగు, ไทย, 中文（简体）, 中文（繁體）",19,4,"Ali Fazal, Shweta Tripathi Sharma, Pankaj Tripathi, Divyenndu, Rasika Dugal",,Series,Action, Suspense, Drama,Original,No,4,19
KOKKOKU,English,,0,2018,16+,,FALSE,FALSE,"English, Deutsch, more…Español (Latinoamérica), Español (España), Français, Italiano, 한국어, Português, 中文（简体）, 中文（繁體）",10,1,"Chika Anzai, Asami Seto, Kazuhiro Yamaji",,Series,Anime,,,Licensed,No,1,10
Der Lack ist ab,English,,0,2015,13+,,FALSE,FALSE,"English [CC], Deutsch [UT]",2,2,"Kai Wiesinger, Bettina Zimmermann, Luise Befort",,Series,Comedy,,,Licensed,No,1,2
Jim Gaffigan: Quality Time,English,7.6,0,2019,13+,,FALSE,TRUE,"English [CC], Deutsch, more…Español (Latinoamérica), Español (España), Français, Italiano, 日本語, Português",8,1,Jim Gaffigan,,Series,Arts, Entertainment, Comedy,Licensed,No,1,8
Upload,English,8,0,2022,16+,,FALSE,TRUE,"English [CC], Magyar, more…العربية, Čeština, Dansk, Deutsch, Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Filipino, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, Bahasa Melayu, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Română, Русский, Svenska, தமிழ், తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",33,13,"Robbie Amell, Andy Allo, Allegra Edwards",,Series,Comedy,,,Licensed,No,10,28
Two and a Half Men,English,7.1,0,2004,16+,,FALSE,FALSE,"English [CC], Magyar, more…العربية, Čeština, Dansk, Deutsch, Deutsch [UT], Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Français, עברית, Indonesia, Italiano, 日本語, 한국어, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Brasil) [SDH], Português (Portugal), Română, Русский, Svenska, ไทย, 中文（简体）, 中文（繁體）",29,9,"Charlie Sheen, Jon Cryer, Angus T. Jones",,Series,Comedy,,,Licensed,No,8,28
Truth Seekers,English,7,2,2020,16+,,FALSE,TRUE,"English [CC], العربية, more…Deutsch, Español (Latinoamérica), Español (España), Français, हिन्दी, Italiano, 日本語, 한국어, Nederlands, Polski, Português, Русский, Türkçe",15,9,"Nick Frost, Malcolm McDowell, Samson Kayo",,Series,Comedy,,,Licensed,No,9,15
Yearly Departed,English,5.6,0,2020,18+,,FALSE,TRUE,"English [CC], العربية, more…Dansk, Deutsch, Español (Latinoamérica), Español (España), Suomi, Filipino, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, Bahasa Melayu, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Русский, Svenska, தமிழ், తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",29,2,"Phoebe Robinson, Rachel Brosnahan, Tiffany Haddish",,Series,Comedy, Talk Show and Variety, Arts,Licensed,No,2,29
LOL: Last One Laughing,English,3.5,0,2021,16+,,FALSE,FALSE,"English, Español [CC], more…日本語, Português",4,2,"Eugenio Derbez, Capi Pérez, Coco Celis",,Series,Comedy,,,Licensed,No,1,3
Tommy Little: Self-Diagnosed Genius,English,,0,2020,16+,,FALSE,TRUE,"English [CC], Deutsch, more…Español (Latinoamérica), Español (España), Français, Italiano, 日本語, Português",8,2,Tommy Little,,Series,Arts, Entertainment, and Culture,Licensed,No,2,8
Russell Peters: Deported,English,6.3,0,2020,16+,,FALSE,TRUE,"English [CC], Deutsch, more…Español (Latinoamérica), Español (España), Français, Italiano, 日本語, Português",8,2,Russell Peters,,Series,Arts, Entertainment, and Culture,Original,No,2,8
Alonzo Bodden: Heavy Lightweight,English,6.4,1,2019,16+,,FALSE,FALSE,"English [CC], Deutsch, more…Español (Latinoamérica), Español (España), Français, Italiano, 日本語, Português",8,1,Alonzo Bodden,,Series,Comedy,,,Licensed,No,1,1
Pete the Cat,English,7.8,0,2022,ALL,,FALSE,FALSE,"English [CC], العربية, more…Deutsch, Español (Latinoamérica), Español (España), Français, हिन्दी, Indonesia, Italiano, 日本語, 한국어, Nederlands, Polski, Português, Русский, Türkçe, 中文（简体）, 中文（繁體）",18,19,"Jacob Tremblay, Jeff “Swampy” Marsh, Don Was",,Movie,Kids,,,Original,No,19,18
Rasbhari,English,2.5,0,2020,18+,,FALSE,TRUE,"English (UK) [CC], English (US), more…العربية, עברית, Português, தமிழ், தமிழ் [CC]",7,1,"Swara Bhasker, Ayushmaan Saxena, Rashmi Agdekar",,Series,Drama, Comedy,,Licensed,No,1,7
The Grand Tour,English,8.8,2,2021,16+,,FALSE,TRUE,"English [CC], Magyar, more…العربية, Čeština, Dansk, Deutsch, Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Filipino, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, Bahasa Melayu, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Română, Русский, Svenska, தமிழ், తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",33,10,"Richard Hammond, Jeremy Clarkson, James May",,Series,Comedy, Unscripted, Sports,Original,No,10,29
Mozart in the Jungle,English,,0,2016,16+,,FALSE,TRUE,"English [CC], Magyar, more…العربية, Čeština, Dansk, Deutsch, Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Filipino, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, Bahasa Melayu, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Română, Русский, Svenska, தமிழ், తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",33,9,"ガエル・ガルシア・ベルナル, ローラ・カーク, サフロン・バロウズ",,Series,Comedy, Drama,,Licensed,No,9,28
What The Constitution Means To Me,English,7.2,9,2020,16+,,FALSE,TRUE,"English [CC], العربية, more…Dansk, Deutsch, Español (Latinoamérica), Español (España), Suomi, Filipino, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Русский, Svenska, தமிழ், తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",28,2,"Heidi Schreck, Mike Iveson, Rosdely Ciprian",,Series,Comedy,,,Licensed,No,2,28
Jayde Adams: Serious Black Jumper,English,7.4,0,2020,16+,,FALSE,TRUE,"English [CC], Deutsch, more…Español (Latinoamérica), Español (España), Français, Italiano, 日本語, Português",8,2,Jayde Adams,,Series,Arts, Entertainment, and Culture,Licensed,No,2,8
Alice Fraser: Savage,English,7.4,0,2020,16+,,FALSE,TRUE,"Deutsch, English [CC], more…Español (Latinoamérica), Español (España), Français, Italiano, 日本語, Português",8,1,Alice Fraser,,Series,Comedy,,,Licensed,No,1,1
Jim Gaffigan: The Pale Tourist,English,6.7,0,2020,13+,,FALSE,TRUE,"English [CC], Deutsch, more…Español (Latinoamérica), Español (España), Français, Italiano, 日本語, Português",8,2,Jim Gaffigan,,Series,Comedy, Arts, Entertainment,Licensed,No,2,8
Dilruk Jayasinha: Bundle of Joy,English,,0,2020,16+,,FALSE,TRUE,"English [CC], Deutsch, more…Español (Latinoamérica), Español (España), Français, Italiano, 日本語, Português",8,2,Dilruk Jayasinha,,Series,Arts, Entertainment, and Culture,Licensed,No,2,8
True Story Avec,English,5.6,0,2020,16+,,FALSE,TRUE,"English, Deutsch, more…Español, Français [CC], Italiano",5,2,,,Series,Comedy,,,Licensed,No,1,2
Tom Walker: Very Very,English,,0,2020,16+,,FALSE,TRUE,"English [CC], Deutsch, more…Español (Latinoamérica), Español (España), Français, Italiano, 日本語, Português",8,2,Tom Walker,,Series,Talk Show and Variety, Comedy,,Licensed,No,2,8
